SKU,product,wholesale_price_ebay,wholesale_price_amzn,packaging cost,weight_kg,weight_in_grams,length_cm,width_cm,height_cm
ST0655,Galv Incinerator Mini,£2.65,£3.00,,1.06,1060,30,30,36
